stars,comment
5.0 out of 5 stars,"









  
  
    
  I purchased this paper shredder so I could shred personal documents I did not want to just throw away. The machine works very well! I shredded several papers at a time and was even able to shred old checkbooks after ripping them in half to fit into the machine. The shredder is quite loud but I am not bothered by the noise. The trash container is about a foot in size but only fills up about 3/4 the way before the safety in the machine prevents any more shredding until the trash is emptied. It is definitely not meant for someone who is shredding several papers every single day because of the size of the bin. However, it's perfect for the home to shred the occasional document or credit card.

  
"
4.0 out of 5 stars,"









  
  
    
  I tested it a bit with different types of paper, and it seemed to work fine.  The motor sounds pretty powerful, almost like there some cooling fan running with it.  So far the only thing I don't like is the on/off switch.  It seems pretty flimsy and feels like it could break anytime.  Whoever designed it could have done a better job on this switch.  Anther thing I noticed is the delay of the paper feeding sensor.  Once you put some paper into the slot, it takes 2-3 seconds before the motor starts running to pull paper in.  That's just a bit annoying (compared to the one I had before this one, which started right away).  But the switch is the main flaw.

  
"
3.0 out of 5 stars,"









  
  
    
  It sometimes struggles even with as few as two sheets.  When single or multiple sheets get twisted and don't feed directly perpendicular the unit bogs down terribly.  It really should be listed as a 2-3 sheet shredder.  In addition it takes about 5 seconds to complete an 8.5 x 11 sheet.  So plan on spending some time if you are shredding something that takes multiple feeds.On the positive it shreds into pieces about 1/4"" by 1 1/2"" which is much better than a strip shredder because in addition to added security, more sheets can fill the bin before needing to empty.  It looks nice - not too small or too large for home use.Overall I'm fine with it for occasional use for bank statements, bills, etc., but wouldn't want to try shredding large file folder as it would take a very long time.

  
"
4.0 out of 5 stars,"









  
  
    
  It shreds your documents and doesn't complain until you pull out the box you've been hoarding for 6 months.It overheats when you are doing marathon shredding sessions. It jams when you try to put too many pages through at once, but that is why they have multiple models with varying shred-power.If you're serious about your shredding and you tend to stockpile for a while before you deal with it, I would recommend purchasing a more powerful model. Otherwise, if you're patient or do a small amount of shredding, and don't need the highest level of security, you'd be hard pressed to come up with complaints about this thing.One thing before I go: I would recommend emptying it before it gets too full if you want to avoid tiny pieces of paper all over the place.

  
"
4.0 out of 5 stars,"









  
  
    
  Generally satisfied with this. It's lighter than my old shredder, and it's easier to empty a full basket without making a mess. One complaint, which resulted in four rather than five stars: the ""Off"" setting is in the middle position, between the ""feed"" and the ""reverse"" buttons, which is a bit of a nuisance because you're always pushing past the ""Off"" position to one of the others. Recommendation to Amazon: move the ""Off"" setting either to the far right or far left. Just a reminder if you're looking at this one: it's a crosscut, not a microcut. Overall, it does the job in a no-nonsense manner.

  
"
2.0 out of 5 stars,"









  
  
    
  I bought this unit 2 years ago since I gave away my fellows shredder which was at least 5 years old (the unit was still working but I figured I should buy the new one and give the old one away).  that decision came to bite me back a few days ago since the amazon shredder just stopped working.  we use it about twice a month to shred junk mail and bills for the most part (maybe a credit card or 2 once a year).  it seemed like a good value at 1st but for a unit that lasted for just 2 years, I should've opted paying a few more dollars for another fellows shredder (which I ended up doing a few mins ago).

  
"
2.0 out of 5 stars,"









  
  
    
  This item would be perfect if it didn’t smell after the paper would shred, although I am not sure if it’s the type of paper being shredded. 🤔 even more important my item came with an undamaged box but a damaged product. I was hesitant to order this from amazon and I wish I would not have. I am very particular about items so if I didn’t absolutely need it I would return. When I opened the box it was just simply not packed well, which led to the plastic screen in the middle being severely cracked.

  
"
5.0 out of 5 stars,"









  
  
    
  I like the fact that it shreds well. It's not quiet but what shredder is? Safety features are great!  If you pick up the part that shreds, it will stop until you put it back on the bin. My only suggestion, if you are shredding anything that's sticky like, a shipping address sticker for example, make sure to put either part of a regular sheet of paper on the sticky part or, fold the ""sticker"" so the none of the sticky part will make contact with the blades of the shredder. It's a little hard to clean out but it can be done.

  
"
5.0 out of 5 stars,"









  
  
    
  We spent an afternoon purging files that had accumulated over 10 years. We must have shreaded 500 pages and dozens of old cards. I was pulling out staples until I accidentally put one through. It chewed right through it. I would recommend getting shredder oil with this. It doesn't come with any. I was ready to go to town when it arrived, but then realized I needed shredder oil and had to wait for that.

  
"
2.0 out of 5 stars,"









  
  
    
  Possible fire hazard, be careful !!!  I bought this unit about 18 months ago and use them at least once a week at home and always set to ""Auto"" mode. Just today when I came home from work, I heard the noise from my office and found the shredder is running and the unit is very hot to touch. I turned off the unit and let it cool down but seems the unit is broken now. Every time when I turn it on, the unit start to run without any paper inserted. I am glad that I came home on time otherwise I am pretty sure it will continue running until it catch a fire.Make sure you set the unit to ""off"" once you are done using it to prevent possible fire hazard.

  
"
5.0 out of 5 stars,"









  
  
    
  I was in the market for a paper shredder, but didn't want to spend a fortune. I was hesitant to purchase this one given some of the reviews, but I have been using it for about 6 months now and couldn't be happier with my purchase! When you first receive the shredder there is a note inside stating the product was tested and may contain paper residue- No, they did not send you an old used product!! I use this to shred all of my old bills and my kids love shredding all of their old school papers and whatever junk mail they can find!  It is used daily and still runs great! The bin is a little small, but it still holds a nice amount and  is very easy to empty.

  
"
5.0 out of 5 stars,"









  
  
    
  This has been a great purchase so far. I haven't used it enough to know if it will stand the test of time but so far it has been relatively quiet (all shredders are loud so this ones decent) and it is really easy to use. Would have loved a small bottle of oil to come with as it did not and I wanted to use right away without concern of messing up any mechanisms. It has the standard safety feature of of not turning on if the lid isn't placed properly which is great. Also won't work if there is a bag of any kind in it which is okay if it means its safer. Great purchase overall.

  
"
4.0 out of 5 stars,"









  
  
    
  I had a 12 sheet shredder that died and decided to try this one. I did have a large batch to shred, but after some time got it all done (overheats after about 3-4 minutes of constant use). Letting the machine cool down for 30 minutes has it ready to go again. Most of the time I shred a couple of pieces at a time and this unit is perfect for that. If you have regular heavy loads of shredding, then this unit will not be adequate.The unit does have a window to see how much is in the bin. You do have to take the whole head off (handle to do it) to empty the unit which is why I took one star off.

  
"
5.0 out of 5 stars,"









  
  
    
  There are so many different models, prices, and brands it can get really confusing when trying to make a purchase decision. I studied reviews, prices, features, and brands for several hours and became more confused the more I read. I decided to keep it simple and look at the basics. I finally found this shredder from amazon basics. I like the $29 price and the features seemed adequate for out use. I placed the order and when we got it via ups 2 days later (prime member) we were impressed with the quality, efficiency, and low noise compared to others we’ve had in the past. I can’t think of anyway to beat the value and quality of this shredder. We’d highly recommend it to the home user who just needs the basic features and a high quality product. Great job amazon!!

  
"
2.0 out of 5 stars,"









  
  
    
  I use this device infrequently and lightly (few papers) and have had it 1.5 years.  I like to keep it set on AUTO.  Recently, it will randomly kick on although I've put no papers into it.  It will then continue to run for a few minutes.  In an attempt to prevent this from recurring, I've cleaned out the inside, but it still happens.  I cannot find the devices that recognize the presence of inserted papers.  If I had ready access to them, I would try to clean them in an attempt to prevent the random kick-ons.  I don't want to take the machine apart.

  
"
1.0 out of 5 stars,"









  
  
    
  I bought this after I moving across country to my new house.  I had it for a week before taking it out of the box.  My mom was helping me put stuff away and thought she was helping by getting rid of the box.  I went to use it and the damn thing doesn’t work!  No juice.  I have checked everything and it will not turn on.  I’m really bummed out as I can’t return it without the box.  Buyers beware, this thing is cheap with a capital C!  It doesn’t deserve one start, a complete waste of money, ugh!

  
"
5.0 out of 5 stars,"









  
  
    
  This schedder is due to it's size easier to move about and store. While the unit is smaller than other shredders, it allows for a good amount of shredded paper. The cross cut feature makes for a more secure disposal of sensetive material. Also the 8 page capacity helps to allow for less time spent shredding. And for all these plus features the cost is quite favorable. So if you need to do medium amounts of shredding, are limited in space and wish to not take a long time to do this some ""boring"" task. Consider this shredder unit for home and or office.

  
"
3.0 out of 5 stars,"









  
  
    
  Great shredder - it shreds paper. It'll take a credit card or a couple stuffed envelopes or 8-ish sheets of paper at a time with relative ease.Unfortunately after not quite 2 years of ownership with sporadic use, the Auto feature has broken. Now it will shred things, but it will not shut off automatically. It will keep going and going and going until I manually turn it back to ""off"".  I've checked for stuck paper or blockages, ran it forward/reverse multiple times, to no avail.Note that there are worse things in life. But this was a feature, and it is no longer. Alas I shall continue to shred with  manual operation.

  
"
5.0 out of 5 stars,"









  
  
    
  It's a shredder... it shreds paper. We had a large stack of paper that needed to be shredded and it took us a while to get through it because the machine would get too hot after about 45 minutes of use. We'd let it sit for about 20-30 and then get back at it. We usually aimed for 5 sheets or less. When doing 6 you could tell it was starting to really try to push it all through. The bin fills up quickly, we found that we had to remove the shredder and push the shredded paper down 1-2 times to fill up the can. We have no snags with it, runs as expected and after shredding a roughly 10-12 inch stack of paper within a couple of weeks, the blades are still sharp and the engine is still kicking. Great value for the price you pay.

  
"
5.0 out of 5 stars,"









  
  
    
   I'm writing this review on the same day that I first received this item, but I may forget to review it later so may as well give a first-impressions review, and the first impressions are great! I'm in the process of moving, and I discovered that I had way too many documents in need of secure disposal, and rather than try and deal with the mess of burning them, I turned to this little fellah for my basic shredding needs. The setup was very intuitive. I didn't even need to refer to the manual (as I tend to not do at first lol). All that's needed is to properly place the shredding component atop the waste bin (my bin had a sticker on the correct side showing which edges should match up).While I was able to shred 8 pages on occasion, they were thinner pages of paper, so it's best to keep with the 6-page limit and lower. It's an affordable, BASIC shredder that doesn't require you to remove staples, which I appreciate. Don't expect to shred a lot in a short amount of time: you're better off purchasing a heavy-duty shredder if speed is a concern. However, I didn't mind the half-hour I spent shredding two-bins worth of paper, and since I took little breaks in between verifying the information on certain documents, the overheating light never came on; I imagine that's only after extended, consecutive usage, which again... if you're in that much of a rush, best to buy a heavy-duty shredder.I trust that this will last a good while, especially since I also bought the lubricant sheets that were recommended on this order page. Should anything change, I'll post an update.

  
"
1.0 out of 5 stars,"









  
  
    
  Don’t buy this!!!!!!! I purchased it while moving and by the time I finished moving in .... unpacking.... n getting to the place I could sit down n shred a few months had passed. Omg this machine is worthless!!!!!!!! If that’s not bad enough I’ve passed the possibility of returning it 🤦‍♀️ It’s going out in Saturday’s trash and I’ll purchase a better one. However if I can spare YOU the waste of money I’ll feel a little better..... DO NOT BUY THIS PEICE OF CRAP!!!!!!!!!!!

  
"
2.0 out of 5 stars,"









  
  
    
  I have needed a new shredder for a while and so I had a decent back-log of papers that needed to be shredded and then I planned to use the shredder for light use.  There is no way I wanted to pay for the size shredder I should have gotten to clear my backlog so I crossed my fingers and got this one.  I used it for 3 days straight.  Yes, it overheats.  Yes, you need to wait 15-30 mins for it to cool down.  Yes, the bin/shredder is kinda small.  No, don't even think of putting more than 6 pages in.  BUT if you are planning for light/moderate use over the longterm, you cannot beat this one for the price.UPDATE:  I've now had this for 3 months and after clearing may backlog I haven't used it.  Pulled it out and it keeps dying.  Can't even shred 5 pages never mind 6.  Every group I put in gets stuck, I have to rip it all out and start over.  At this rate I might as well just shred my papers by hand.  I guess this is priced as a disposable shredder??

  
"
5.0 out of 5 stars,"









  
  
    
  Works just like it should. Granted, I'm not shredding industrial amounts of stuff, just old tax forms, etc., but I shredded two bins of stuff, including some old credit cards, and didn't have a single problem with overheating or anything. Of course, I didn't try to feed it whole stacks of stuff at a time, but this seems to work fine by me. Oh, and look on Amazon Warehouse. I saved $5 on a ""like new"" one and really, it's just fine. If you need to shred a bigger volume, then you might want to spend more, but for general home use and to shred up your daily junk mail, this is a good deal.

  
"
2.0 out of 5 stars,"









  
  
    
  I got item from Amazon Warehouse. When received feeding slot had shredded paper jammed in feeding slot. Took the time to clear it thinking that last person did not know proper operation of shredder. Somehow the shredded paper back into the feeding slot and jams in there. The machine remains operational but is hard to clear the jammed paper in feeding slot making the machine useless until you clear the papers. You can try reversing or turning the machine upside down to clear the paper but that does not work. Also, it struggles with only six pages of paper but is advertised to handle twelve or if you feed an envelope with a folded single piece of paper you can really hear the machine struggle. Maybe I just got a lemon.

  
"
5.0 out of 5 stars,"









  
  
    
  I wouldn’t put more than 6 pages, it really depends on the thickness. But really if you need anything more, you should probs get an industrial shredder. This is a perfect house shredder for junk mail or small office/desk shredder for shredding documents with important info. Had this for a couple of months and works great!It’s a great shredder if you don’t have BAGS and BAGS of stuff to shred and are not wanting to spend a lot on an industrial shredder. As long as you properly proportion the papers you will be golden. :)

  
"
5.0 out of 5 stars,"









  
  
    
  This paper shredder is nice. It has wheels that roll on carpet with ease. Shreds through a stack of paper with no problem. I haven’t had it get jammed up at all. It’s not to loud which I like a lot. I didn’t realize when I purchased it how big it actually was going to be. It’s BIG! The plus to its size is that you won’t have to empty it as often. If size isn’t an issue for you then I would definitely recommend purchasing it.

  
"
4.0 out of 5 stars,"









  
  
    
  I had about 20 years of documents to shred now that we're in the digital age. I ran this thing for a few hours at a time just about every day for 3 weeks to consume it all. In the end, I should have just paid someplace like UPS to dispose of my papers (for about $1/pound), it would have been about the same expense just none of my time :) I did find a few interesting trips down memory lane; amazing how time fly's. I used this machine to chew up a few hundred pounds of paper and dozens of CD's without a hitch never once ran into any issues with jamming or overheating.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this a couple of weeks ago and so far it has worked very well. Had a bag full of paper that needed shredding and it did take a couple of sessions to get through it and allow for the appropriate cool down time, but it made it through like a champ. Only potential negative feedback, although slight: sometimes the shredding sensor can be tricky to trigger especially if shredding just one page; the flimsiest thing on the shredder is the switch which feels like it might come off/ apart very easily (but hasn't); it would be great if the bin had some type of handle or handholds to help carry it when dumping it out.

  
"
5.0 out of 5 stars,"









  
  
    
  Okay, first things first, this is one heavy duty piece of equipment.  I've been using it for a couple of months now and still impresses me every time I use it.  I was a bit shocked at the weight when I took it out of the box.  It clearly has a large motor and weighs at least double what the cheap discount store shredders weigh.  I also sprang for the few extra bucks to get the 8 sheet version thinking that it might actually last a little longer than my previous Walmart shredders.So, I plugged it in and tested it with a large ""pre-approved"" credit card envelope.  This thing pulled that envelope through there like it was nothing.  The motor didn't even hint at straining.  And the output is nothing more than confetti.  There is absolutely no way anyone is going to piece those documents back together.Tired of playing tug of war with your cheap shredder and trying to pick the crumpled pieces out so you can feed the next document through?  This is your solution.  Nice work Amazon, you picked a serious winner to put your brand name on.

  
"
1.0 out of 5 stars,"









  
  
    
  We ordered this for my mom in April but she just now opened up the box. (It’s now June and can’t return item)  Worked great for about 5 min.  Then it jammed even though I only Put in 5 sheets...suppose to be able to take up to 12.  Took me about 20 min of clearing the jam.  Started shredding again.  Now it won’t start up.  It’s not overheated, can hear noise but can’t put in paper.  I really Liked the cross cut feature but I wouldn’t spend the money on this.  Worked for maybe. Total hour.

  
"
2.0 out of 5 stars,"









  
  
    
  This shredder didn't last long. After only a few months it got a paper jam during routine use. I didn't put more in there than your are supposed to. The motor stops when this happens and the only option is to run it in reverse. When I did, the paper bunched up in the shedding mechanism and the motor seized up. My husband took it apart to clear out the paper but it's not really designed to be repaired and didn't work well after that. It finally died completely a year later. I'm looking for a new shredder and will not be replacing it with the same one.

  
"
4.0 out of 5 stars,"









  
  
    
  AmazonBasics 6-Sheet Cross-Cut Paper & CC ShredderWhen I first got it I had to catch up on about 4-5 minutes of chopping up papers. It worked fine. From that point on I just put the bills into it and it does great. I keep reading about it getting overheated and having to pause shredding. I haven't gotten there yet. For my usage, I never will so I don't care about those reviews.I took off a star because, like many others have written, the item has some tiny pieces of paper in it and some scratches in the can (not on the motorized unit). It is very clean so I don't think it is a used item. There weren't many scraps at all which wouldn't be the case if truly used. Maybe it was tested. Maybe it was packaging as some parts came from another manufacturer to where it is assembled. If Amazon wrote in the description about why this happens then I would be okay with it as I could make an informed decision before I buy. But I remove a star for not setting expectations correctly so now I/we have to guess if we are getting a used product. I don't like to buy something and have doubts.Otherwise, like I said, this thing functions perfectly for my chopping up bills every month. I would recommend it for at least the same use.

  
"
5.0 out of 5 stars,"









  
  
    
  My desk was getting cluttered with paper - and upon tidying one day, i realized it was mostly stuff I could toss out, but I wanted to shred first (cc bills etc..). Enter the shredder!! Its fantastic AND it effectively doubles as a waste paper basket as well!  It is fairly small (fits under my desk), but it is fast and powerful. it will even chop up old credit cards!I'm happy with the purchase! and so is my husband (since we 'share' the desk...hahahahahhaha)

  
"
5.0 out of 5 stars,"









  
  
    
  I’m finally important enough to have documents to shred!What this little—and it is little—shredder lacks in size makes up for in vicious shredding abilities. If you have the occasional document, spam mail or credit card that needs to be disposed of security, this little guy is the one for you. I would not recommend it for an office. If you have piles of paperwork to shreds you might have to empty the bin multiple times.Like I said, it’ll dispose of sensitive spam mail on a daily basis. The actual teeth are more than durable and the unit has an almost overpowered sound to it.Looking for a household shredder? You just found it.

  
"
1.0 out of 5 stars,"









  
  
    
  I am a mechanical engineer and I purchased this item in 2016. Being paperless, very little has gone through this machine, in fact, less than one container as it has never been dumped. The product failed in early 2019, less than 3 years old. This thing is a piece of junk and as Amazon will not stand behind their labeled product line. I will be purchasing a new paper shredder from Costco, who has an excellent program of treating their customer's well when products fail well before the end of their service life.I will not purchase another amazon basics product until they stand behind their products. BOYCOT AMAZON BASICS!

  
"
5.0 out of 5 stars,"









  
  
    
  After 34 years at work, I had six filing cabinets of accumulated paper — and ya know, some of it contained sensitive information that I was not comfortable trusting to other eyes to shred.  After reading hours of reviews, I settled on this model.  Out of the box, it’s worked well.  Because I’m composting my shredding — and the composer fills — I’m not shredding a lot at once so I’m not testing the limits of the motor.  But for what I ask of it, it’s competently delivered.

  
"
1.0 out of 5 stars,"









  
  
    
  This shredder works great, until it gets jammed. It's actually not that difficult to open it up, unjam it, and close it back up. The problem is that some of the internal parts are total crap and snap off. I'm talking about the photosensitive led's (at least that's what they appear to be), which are attached to the top half, just literally snapped off.Lesson learned, but just spend a little more and hopefully get something much better.

  
"
4.0 out of 5 stars,"









  
    
  No es para trabajos largos, si colocas 8 hojas trabaja muy forzada e incluso se tranca despues de colocar 5 veces esa cantidad, por el precio esta bien pero recomiendo trabajar con grupo de 3 hojas y no por mucho tiempo para que sea duradera, ya que al usarla por mucho tiempo se calienta y se apaga

  
  
"
5.0 out of 5 stars,"









  
  
    
  My old shredder finally crapped out on me and I bought this one last year. It's been great - it shreds all types of things with ease! Old credit cards, thicker papers still enclosed inside the envelope, decent number of pages at a time without getting stuck.It does have its limits so I would use common sense. If you're not sure if the shredder can handle it, first try shredding fewer pages and listen to how the grinding mechanism sounds. If it's trying pretty hard and moving slowly, you know you're pushing it. Again, just common sense. I don't even take staples out and it still shreds like a charm. I highly recommend - it's a great value!

  
"
2.0 out of 5 stars,"









  
  
    
  Not the greatest cross cut shredder, but you get what you pay for.  I find that I feed it only a single page at a time for the best results.  If I feed more than that it really sounds as if it is struggling.  I initially purchased this shredder as I had a large box of personal documents that I wanted to shred before putting out in the recycling.  It was a slow process, but over several weeks and many short sessions, the task was accomplished.  Now, I only need to use it on a limited basis, so its lack of power is not an issue.  If you only have minor jobs, this shredder will be just fine.**Update** After a year of minimal usage, I could no longer leave the shredder in the Auto mode as it would cycle continuously if the switch was left in this position.  There did not appear to be any paper stuck in the shredding gears or other blockage that would cause this to occur. In early June, 20 months after purchase, the shredder ceased functioning all together.  For a shredder that was used to shred less than a dozen pages, once a week, I am very disappointed in its longevity.  I realize it was a $30 shredder, but even in our disposable society I expected to get a few more years out of the machine.

  
"
1.0 out of 5 stars,"









  
  
    
  The product looks nice, easily wheels around, and arrived timely. I read previous reviews that said it was a work horse and was working great for numerous users so I ordered it.  It came in a large box but was not really secured down with packing.  We opened it up and used it right away and it worked.  Unfortunately we tried to use it this morning and it doesnt work.  Tried all the trouble shooting techniques so I checked online and it had an option to be called.  I chose that vs email and was called right away!  The amazon staff was super friendly and issued a refund right away and for UPS to pick it up at the store for a return.  Great service from Amazon but poor product durability.

  
"
5.0 out of 5 stars,"









  
  
    
  This is a great deal for a home office shredder.  It works as intended and does not make a mess when shredding paper.  Have only had it for a couple of weeks, but am pleased with the quality thus far for the money.  I would recommend this product.  However, keep in mind this is a cross-cut shredder and not a micro-cut - thus, if you need a machine that will really shred your documents so they're entirely unrecognizable and near impossible to piece back together, then this is not the machine for you.  Cross cut shredders are mildly secure and good for most professions/documents where the information handled is mildly sensitive.

  
"
5.0 out of 5 stars,"









  
  
    
  COVID-19 now has me working at home with sensitive PII; I need to shred this information once finished with it.  My previous shredder unexpectedly died, and so I purchased this one.  It works really, really well!  I am pleasantly surprised!  Know that the shredder head is specifically designed for the container it sits upon, and so it's not one of those that will function on top of any container.  I unload the shredded paper from the container once weekly.  I do recommend this product!  Thanks, Amazon!

  
"
3.0 out of 5 stars,"









  
  
    
  Loved it until I shredded one credit card. Stopped automatically turning off after that without turning the whole shredder off. Still worked for a few more shreddings, then stopped feeding paper through at all. Only lasted a little over a year. Sad really. Of course the warranty period is over so...

  
"
4.0 out of 5 stars,"









  
  
    
  Years ago there was an incident with our old auto-start shredder and my cat who thought it was a great place to lay because it was warm (after a visit to the vet, some pain medication and time - the fur grew back but we just threw the shredder away because that was just too unpleasant a memory).  So then for years we just threw all the junk mail and bills and anything else with personally identifiable information on it in a plastic bin and every so often tossed it in the fireplace with a match.  But eventually we got tired of the mess and decided to get a new shredder. It's definitely smaller.  It's difficult to see in a photo that just shows the shredder.  We don't keep it plugged in.  It cuts things to a nice small size.  We put a plastic bag in the bin to make clean-up easier.  I toss the shreddable stuff behind the shredder and then once a week plug it in and take care of everything all at once.  I haven't used it enough to have any problems with anything getting stuck or needing to clean it, but I remember that from past ones, occasionally needing to clean it.  It does slow a little bit with more pages as others have commented, but it still sounds robust and up to the job.

  
"
2.0 out of 5 stars,"









  
  
    
  This is a delicate and temperamental little thing! It says it takes up to 8 sheets but it jams when I shred an empty envelope. Paper that does not cycle through properly will build up under the safety lip on the opening where you put the paper, and there is NO way to remove it and clear the debris. I feel like Macgyver, trying to find all the ways to find something thin and safe enough to stick in there, and clear. (Something it specifically says you should NOT do! But The design flaw left me no choice, if I still want to use it.)Overall if they redesign so you can open and clear the blades, is pretty handy! If not, it’s an exhausting and time-consuming process.

  
"
5.0 out of 5 stars,"









  
  
    
  I wanted to shred cardboard boxes to use as mulch in my garden and to use as bedding for my worms. I also wanted to find a way to use up all of these Amazon boxes! So I went with the cheapest one I could find and this does a great job with the cardboard. I usually have to cut the cardboard down to size but that's no problem. One thing I didn't expect is that I can use a grocery plastic bag to line the bucket. It fits perfectly. I just shred the cardboard then pull out the bag and tie the handles. It's a great use for the bags.

  
"
5.0 out of 5 stars,"









  
  
    
  This workhorse does a great job!  And when it stops it's because it's getting hot and needs to cool down - but that took quite awhile - probably a good 10 minutes of SOLID shredding.  Also, when you empty, be sure to put the top back on in the same direction (even tho it fits both ways) otherwise it won't work!  Thought when I did that at first, it needed a longer time to cool off - but it's a safety feature that the top must go on the right way.  Great product, reasonable price!

  
"
5.0 out of 5 stars,"









  
  
    
  This is a very good shredder for the price. I've had it for some time now and it's not failed me. It's shredded different thicknesses of paper with no issues. It shreds credit cards with ease. It's probably not fair to really rate the noise level. What shredder (in my opinion) is ever quiet enough! And for the price you certainly cannot expect a whisper of a shred! As for maneuverability my only complaint is the lid. It's too bad it doesn't snap on. It comes off too easily when moving the shredder from spot to spot. Perhaps if it was designed to snap on and off instead of simply sitting on top of the basin it would be a better deal. Overall though I'd recommend buying this shredder. It will take 8 sheets and shred them with ease. It does as advertised. Great deal!

  
"
4.0 out of 5 stars,"AmazonBasics 6-Sheet Cross-Cut Paper and Credit Card Shredder









  
  
    
  It works as stated and keep working so far(over a month).PRO: Very affordable, works as intended. If you only do occasional (up to a few times a day) shredding, this is perfect.CON/TIPS: It may over heat and you have to wait for it to cool down. No, it is not broken, but the over heat shutdown(will not turn on) safety make it look like broken. Just wait and it will work again. I let it sit over night last time it happen (only happen once). If you intended to use it continuously for 2hrs+, this properly will not suit your need.

  
"
2.0 out of 5 stars,"









  
  
    
  I've had this shredder for about 1.5 years. I used it occasionally (about once per month) and shredded the normal junk mail. I made sure to remove anything stick, staples, and all foreign material. It definitely got the job done. Unfortunately it stopped working suddenly while I was shredding a pile of papers. I've checked for jams and tried all the troubleshooting I could. It no longer shreds forward and won't even go into reverse. I suppose it's what I can expect as far as durability for the price. I am disappointed though since it wasn't used often and only for basic shred jobs. May have to reconsider AmazonBasics and spend a few extra bucks to buy things that last.

  
"
2.0 out of 5 stars,"









  
  
    
  Our old shredder came from the dump, where it came from the free box;  who knows how long it had been used.  It gave us 10 years of moderate usage.  When it finally gave up the ghost, we replaced it with this brand new model - that lasted all of 2.5 years.  Our use is not intense, and we were very careful with it.  But now the automatic shutoff is broken; you have to manually switch it on and off.If I were you, I'd buy some other brand than Amazon for this.

  
"
1.0 out of 5 stars,"









  
  
    
  I rarely write reviews, but I will be contacting both amazon and the manufacturer about an issue.I came home 3 weeks ago and noticed an odd smell and weird sound when I walked in the door.  I have a home office for the occasional shredding that I do.  THE SHREDDER HAD TURNED ON ITSELF and was running for an indeterminate amount of time....to the point that it had started to overheat.  Thank goodness it hadn't gotten worse.  I shudder to think if I was on holiday for days - could it have started a fire???I promptly tossed it out and will be complaining to Amazon about it.

  
"
4.0 out of 5 stars,"









  
  
    
  We needed a little shredder to keep up with the volume of mail and documents we receive at home which need to be shredded. After looking at a few items online and at local stores, this Amazon Basics shredder seemed like it would be a good fit for our needs. It has proved to be a good match. Initially I had a good backlog of things to shred, I may have put more than 8 sheets at a time in the machine, and it kept up. The bin fills up quickly, but that it to be expected in such a small compact unit.  The window in the bin is helpful in knowing how full the bin is. The unit has some built in safety features such as automatically turning off when the paper starts to press the top off the bin.

  
"
5.0 out of 5 stars,"









  
  
    
  It came as described. It can really only handle to shred 6 pages at once max. If you have a lot of papers to shred and you want to spend a little more for a 10-sheet Shredder or higher number you may want to spend the extra $$$. It has build in safety features that shuts off automatically if the litter box has become too full or the machine overheats. Saves you a lot of cleaning up if you are busy shredding away. All in all a perfect little machine that serves its purpose.

  
"
5.0 out of 5 stars,"









  
  
    
  It has not jammed on us yet and it has made beautiful confetti out of everything we put through it. We follow the instructions though and haven't tried to put 176 pages through at a time, or a frying pan, or anything crazy. But it definitely does the job for shredding... things. What kind of things? Look, just stuff, okay! You sure ask a lot of questions buddy.

  
"
5.0 out of 5 stars,"









  
  
    
  It works great, and is a good size. We had this model at my work (small business), and I just bought one for my home office. I am mindful of how many sheets I use and how long I run it so I don't overheat it. Sometimes it just stops because it runs out of room. I push the paper down in the bin and it starts right back up. Works with staples and credit cards and creates smaller pieces then a typical shredder (although it's not a microshredder). Recommend it!

  
"
5.0 out of 5 stars,"









  
  
    
  I received this shredder a few weeks ago, and so far I am very pleased with its performance. I had a large backlog of documents that I wanted to shred, and this nimble shedder made quick work of all of it. I started with just a page at a time, but I found that it easily handles stacks of 3-4 pages. It says it will handle up to six at a time, but it seems to slow the gears down a bit, so I tried to stick with just a few.At one point, perhaps because I was a bit overzealous, it did stop shredding. However, upon reading the manual, I saw that it has a safety deature that prevents it from burning up the motor. In the event that the machine gets too hot, it switches itself off for 30 minutes to give the motor a chance to rest. Sure enough, when I came back 30 minutes later, it started right up and worked like a charm.An added bonus is the credit card shredding feature. As it happened, I has two credit cards that had expired that I was going to cut up. I popped them into the shredder, and it cut them down without a problem. There is even a specific slot in the middle of the feeder for credit cards. Great feature!I will say that it is most certainly loud, but then again it is shredding the documents in two directions, so that's to be expected. Overall, it works just as it should. Obviously, this is not a machine for heavy-duty use or for really big jobs. It is meant to be used on occassion, and when used as such, it functions brilliantly.

  
"
1.0 out of 5 stars,"









  
  
    
  This shredder is advertised as shredding credit cards.I ran an amazon prime credit card through it, which is a particularly thick and durable card.  It bent the metal blades on the inside and broke the shredder.  :(ironically I still bought the same shredder a second time to replace the broken one.  But don't use it for credit cards.  Excellent with paper, bad with plastic.  Since advertised as shredding credit cards = 1 star for failing advertised function.

  
"
